"Taxonomic Group","Scientific Name","Common Name","NC Status","Federal Status","State Rank","Global Rank","County","County Status","Habitat Comment"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Guilford","Historical","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Avery","Historical","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Watauga","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia leonardus","Leonard's Skipper","W2","none","S2S3","G4","Ashe","Current","wooded borders and openings, brushy fields; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Moore","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Hoke","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Brunswick","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Bladen","Historical","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Onslow","Historical","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Sampson","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Scotland","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Richmond","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia meskei","Meske's Skipper","SR","none","S3","G3G4","Cumberland","Current","open pine woods, especially in Sandhills; host plants -- grasses"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Wake","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Durham","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Orange","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Chatham","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Harnett","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Moore","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Scotland","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Richmond","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Cumberland","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Montgomery","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Gaston","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Polk","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Buncombe","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Randolph","Historical","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Rockingham","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia metea","Cobweb Skipper","SR","none","S2","G4","Alleghany","Current","dry barren sites, such as powerline clearings and pine/oak sandhills; host plants -- mainly broomsedge (Andropogon)"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Wilkes","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Macon","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Clay","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Haywood","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Swain","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Burke","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Madison","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Yancey","Historical","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Mitchell","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Avery","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Watauga","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Ashe","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Hesperia sassacus","Indian Skipper","W2","none","S3","G5","Alleghany","Current","old fields, clearings, wood margins, mainly at high elevations; host plants -- grasses"
"Butterfly","Megathymus cofaqui","Cofaqui Giant-Skipper","SR","none","S1","G3G4","Polk","Historical","monadnocks with yucca; host plant -- Yucca filamentosa"
"Butterfly","Megathymus cofaqui","Cofaqui Giant-Skipper","SR","none","S1","G3G4","Alexander","Current","monadnocks with yucca; host plant -- Yucca filamentosa"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Pender","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","New Hanover","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Moore","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Robeson","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Hoke","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Johnston","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Brunswick","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Bladen","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Onslow","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Sampson","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Carteret","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Scotland","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Richmond","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Jones","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Craven","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Cumberland","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Mecklenburg","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Transylvania","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Rutherford","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Dare","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Catawba","Historical","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Megathymus yuccae","Yucca Giant-Skipper","W2","none","S3S4","G5","Alexander","Current","dunes, flatwoods, old fields, and other places near yuccas; host plants -- Yucca species"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Pender","Current","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","New Hanover","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Durham","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Moore","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Hoke","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Brunswick","Current","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Columbus","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Onslow","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Carteret","Current","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Jones","Historical","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha areolatus","Georgia Satyr","SR","none","S2","G3G4","Craven","Current","savannas, wet powerline clearings, other damp grassy places; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Gates","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Durham","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Chatham","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Alamance","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Harnett","Current","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Moore","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Beaufort","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Martin","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Pitt","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Anson","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Hoke","Current","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Scotland","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Richmond","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Cumberland","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Hyde","Current","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Gaston","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Dare","Current","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Washington","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Bertie","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Halifax","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha helicta","Helicta Satyr","SR","none","S1?","G3G4","Granville","Historical","sedgy wetlands, including sandhill seeps, pocosin ecotones, and drained beaver ponds in the Sandhills, low pocosins in the northeast Coastal Plain, and wet open swales in the Piedmont; host plants -- sedges"
"Butterfly","Neonympha mitchellii francisci","Saint Francis' Satyr","SR","E","S1","G2T1","Hoke","Current","boggy areas, overgrown beaver ponds, and pocosin margins with sedges in sandhills; host plants -- sedges (taxon endemic to North Carolina)"
"Butterfly","Neonympha mitchellii francisci","Saint Francis' Satyr","SR","E","S1","G2T1","Cumberland","Current","boggy areas, overgrown beaver ponds, and pocosin margins with sedges in sandhills; host plants -- sedges (taxon endemic to North Carolina)"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Jackson","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Macon","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Clay","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Graham","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Haywood","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Swain","Current","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes batesii maconensis","Appalachian Tawny Crescent","SR","none","S2","G5T3","Buncombe","Historical","woodland openings, glades, and road banks at higher elevations; host plants -- asters, mainly Symphyotrichum undulatum"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Macon","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Clay","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Henderson","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Graham","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Haywood","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Swain","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Buncombe","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Madison","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Yancey","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Watauga","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Ashe","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes cocyta (syn. Phyciodes pascoensis, Phyciodes selenis, Phyciodes incognitus, Phyciodes cocyta incognitus)","Northern Crescent","W3","none","S3?","G5","Alleghany","Current","high to medium elevation openings in woodlands, road banks; host plants -- asters"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Pender","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","New Hanover","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Brunswick","Historical","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Onslow","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Carteret","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Hyde","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Phyciodes phaon","Phaon Crescent","W5","none","S2S3","G5","Dare","Current","open, often dry areas, mainly on barrier islands; host plants -- fogfruit (Lippia)"
"Butterfly","Poanes aaroni","Aaron's Skipper","SR","none","S1","G4","Dare","Current","brackish marshes along the northern coast and sounds; host plants -- grasses, perhaps saltgrass (Distichlis spicata)"
"Butterfly","Poanes aaroni","Aaron's Skipper","SR","none","S1","G4","Currituck","Historical","brackish marshes along the northern coast and sounds; host plants -- grasses, perhaps saltgrass (Distichlis spicata)"
"Butterfly","Polites mystic","Long Dash","SR","none","S1","G5","Watauga","Current","bogs, wet meadows; host plants -- grasses"
"Butterfly","Polites mystic","Long Dash","SR","none","S1","G5","Ashe","Current","bogs, wet meadows; host plants -- grasses"
"Butterfly","Polites mystic","Long Dash","SR","none","S1","G5","Alleghany","Current","bogs, wet meadows; host plants -- grasses"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Transylvania","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Macon","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Henderson","Current","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Graham","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Haywood","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Swain","Current","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Buncombe","Current","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Yancey","Current","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Caldwell","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Avery","Historical","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia faunus","Green Comma","SR","none","S1S2","G5","Watauga","Current","spruce, fir, or hemlock forests, where mixed with hardwoods; host plants -- mainly birches (Betula)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Clay","Current","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Swain","Historical","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Buncombe","Historical","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Madison","Historical","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Mitchell","Historical","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
"Butterfly","Polygonia progne","Gray Comma","SR","none","S1","G5","Avery","Historical","rich deciduous forests; host plants -- mainly gooseberries (Ribes)"
